2026/06/17 16:26:19 dev auth user: Local Captain (usr_01kvazkkrzn50axyxgn3vw3qba)
2026/06/17 16:26:19 "GET http://127.0.0.1:18083/app/TV9KA5BZDP3DM6ZTE/CE53YDQR557WBX7KT HTTP/1.1" from 127.0.0.1:62471 - 200 1533B in 8.625µs
2026/06/17 16:26:19 "GET http://127.0.0.1:18083/_app/immutable/entry/start.B5nAz7AJ.js HTTP/1.1" from 127.0.0.1:62471 - 200 83B in 11.166µs
2026/06/17 16:26:19 "GET http://127.0.0.1:18083/_app/immutable/chunks/DW3kQQoy.js HTTP/1.1" from 127.0.0.1:62469 - 200 26978B in 28.792µs
2026/06/17 16:26:19 "GET http://127.0.0.1:18083/_app/immutable/chunks/C_k7S6uP.js HTTP/1.1" from 127.0.0.1:62468 - 200 26234B in 27.042µs
2026/06/17 16:26:19 "GET http://127.0.0.1:18083/_app/immutable/chunks/CdMmG0It.js HTTP/1.1" from 127.0.0.1:62472 - 200 370B in 3.25µs
2026/06/17 16:26:19 "GET http://127.0.0.1:18083/_app/immutable/entry/app.vyQD69NO.js HTTP/1.1" from 127.0.0.1:62470 - 200 5003B in 12.625µs
2026/06/17 16:26:19 "GET http://127.0.0.1:18083/_app/immutable/chunks/hkTcnU92.js HTTP/1.1" from 127.0.0.1:62467 - 200 3000B in 33.5µs
2026/06/17 16:26:19 "GET http://127.0.0.1:18083/_app/immutable/chunks/C4zZrd5v.js HTTP/1.1" from 127.0.0.1:62471 - 200 1498B in 13.75µs
2026/06/17 16:26:19 "GET http://127.0.0.1:18083/_app/immutable/nodes/0.CzDOnAhM.js HTTP/1.1" from 127.0.0.1:62467 - 200 342B in 8.042µs
2026/06/17 16:26:19 "GET http://127.0.0.1:18083/_app/immutable/chunks/MdChrzMr.js HTTP/1.1" from 127.0.0.1:62468 - 200 1225B in 55.459µs
2026/06/17 16:26:19 "GET http://127.0.0.1:18083/_app/immutable/chunks/BT1mfnim.js HTTP/1.1" from 127.0.0.1:62469 - 200 7684B in 48.209µs
2026/06/17 16:26:19 "GET http://127.0.0.1:18083/_app/immutable/chunks/CwH2Dhnc.js HTTP/1.1" from 127.0.0.1:62470 - 200 186B in 8.042µs
2026/06/17 16:26:19 "GET http://127.0.0.1:18083/_app/immutable/assets/0.B3-Vb9y5.css HTTP/1.1" from 127.0.0.1:62472 - 200 63756B in 79.583µs
2026/06/17 16:26:19 "GET http://127.0.0.1:18083/_app/immutable/nodes/1.BcGJ0itZ.js HTTP/1.1" from 127.0.0.1:62469 - 200 510B in 5.834µs
2026/06/17 16:26:19 "GET http://127.0.0.1:18083/_app/immutable/nodes/5.CK8T2sgi.js HTTP/1.1" from 127.0.0.1:62470 - 200 278B in 6.25µs
2026/06/17 16:26:19 "GET http://127.0.0.1:18083/_app/immutable/assets/ChatApp.CwQVSL7D.css HTTP/1.1" from 127.0.0.1:62469 - 200 729B in 20.042µs
2026/06/17 16:26:19 "GET http://127.0.0.1:18083/_app/immutable/chunks/CoVIwNyd.js HTTP/1.1" from 127.0.0.1:62468 - 200 217963B in 147.042µs
2026/06/17 16:26:19 "GET http://127.0.0.1:18083/api/me HTTP/1.1" from 127.0.0.1:62468 - 200 240B in 139.875µs
2026/06/17 16:26:19 "GET http://127.0.0.1:18083/_app/immutable/assets/geist-latin-wght-normal.BgDaEnEv.woff2 HTTP/1.1" from 127.0.0.1:62468 - 200 29400B in 56.958µs
2026/06/17 16:26:19 "GET http://127.0.0.1:18083/api/workspaces HTTP/1.1" from 127.0.0.1:62468 - 200 185B in 126.667µs
